"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.565110446E1,9.853508547E-3,1.498551471E-1,-1.211461222E-1
2.566104746E1,1.001913093E-2,1.034494144E-1,-9.698893547E-2
2.567099046E1,-1.500468627E-3,4.499326464E-2,-1.009667963E-1
2.568093346E1,-1.559693612E-2,1.101765264E-2,-1.097083837E-1
2.569087546E1,-3.549186811E-2,-2.209925920E-2,-9.477693379E-2
2.570081846E1,-4.919964194E-2,-5.086485587E-2,-1.089932692E-1
2.571076146E1,-6.145562522E-2,-7.174522642E-2,-1.255227631E-1
2.572070446E1,-5.672552012E-2,-9.803043421E-2,-1.244918990E-1
2.573064746E1,-4.824596107E-2,-8.795436602E-2,-1.381814003E-1
2.574059046E1,-4.027342871E-2,-5.156553503E-2,-1.354852492E-1
2.575053346E1,-2.727557994E-2,-2.204283357E-2,-1.065514719E-1
2.576047546E1,-4.446500525E-2,5.626556352E-3,-7.075715661E-2
2.577041846E1,-3.956058003E-2,2.460775126E-2,-4.884296179E-2
2.578036146E1,-4.426766172E-2,3.217032071E-2,-5.479250371E-2
2.579030446E1,-5.618969589E-2,3.278278001E-2,-9.812563419E-2
2.580024746E1,-5.558399744E-2,2.914307099E-2,-1.344228101E-1
2.581019046E1,-5.026953623E-2,2.341828141E-2,-1.433503389E-1
2.582013346E1,-5.028568916E-2,3.504492156E-3,-1.637068355E-1
2.583007546E1,-3.514417805E-2,-9.630108364E-3,-1.688032687E-1
2.584001846E1,-2.602069438E-2,-1.669471432E-2,-1.649236411E-1
2.584996146E1,-5.685978681E-3,-1.743628744E-2,-1.725723839E-1
2.585990446E1,-1.491792820E-2,-2.609221313E-2,-1.507190001E-1
2.586984746E1,-1.476663150E-2,-4.653714884E-2,-1.297596556E-1
2.587979046E1,8.646570146E-4,-5.158600029E-2,-1.421575069E-1
2.588973346E1,-3.122266978E-3,-3.627287339E-2,-1.409991735E-1
2.589967546E1,-1.002680540E-2,-1.935830377E-2,-1.634197372E-1
2.590961846E1,-1.419382364E-2,1.361341439E-3,-1.699025452E-1
2.591956146E1,-1.537561901E-2,2.322554257E-2,-1.586431468E-1
2.592950446E1,-2.674355641E-2,2.969724085E-2,-1.435216624E-1
2.593944746E1,-3.544881798E-2,3.555114426E-2,-1.147036600E-1
2.594939046E1,-3.312221088E-2,3.259621728E-2,-1.052662539E-1
2.595933246E1,-3.806837060E-2,3.289131895E-2,-1.165624899E-1
2.596927546E1,-4.595049039E-2,1.896138746E-2,-1.116385496E-1
2.597921846E1,-3.613074951E-2,1.927110717E-2,-1.107614672E-1
2.598916146E1,-3.829970106E-2,1.770825606E-2,-1.324131221E-1
2.599910446E1,-3.301922679E-2,1.531652559E-2,-1.495489722E-1
2.600904746E1,-3.755849339E-2,1.360665355E-2,-1.514598423E-1
2.601899046E1,-5.401694365E-2,1.356846392E-3,-1.163753790E-1
2.602893246E1,-7.222400375E-2,-9.229318276E-3,-5.852185786E-2
2.603887546E1,-7.248924807E-2,-3.224545743E-2,-6.763181984E-2
2.604881846E1,-6.299980178E-2,-4.542073265E-2,-1.186587167E-1
2.605876146E1,-4.886043034E-2,-4.234718028E-2,-1.711380619E-1
2.606870446E1,-2.212169789E-2,-3.374143101E-2,-2.465449244E-1
2.607864746E1,-1.353243046E-2,-2.120269831E-2,-2.091847247E-1
2.608859046E1,-1.374621928E-2,-3.259387840E-2,-1.222927612E-1
2.609853246E1,-6.323982999E-3,-6.013254650E-2,-1.491215408E-2
2.610847546E1,1.423066109E-3,-7.107118864E-2,-8.895135283E-2
2.611841846E1,1.760304272E-3,-5.491069056E-2,-2.604420018E-1
2.612836146E1,1.836025715E-3,-1.766703319E-2,-3.786323565E-1
2.613830446E1,-9.669686705E-3,2.081977878E-2,-3.195012188E-1
2.614824746E1,-8.689985722E-3,1.535975844E-2,-1.645529276E-1
2.615818946E1,-2.612272829E-2,-7.233590484E-3,-2.086169600E-2
2.616813246E1,-3.473392278E-2,-1.453084253E-2,1.420054793E-2
2.617807546E1,-4.339876547E-2,2.358664468E-2,-3.517158687E-2
2.618801846E1,-6.409878597E-2,6.643251937E-2,-8.340994656E-2
2.619796146E1,-8.825962722E-2,8.303137589E-2,-8.496179760E-2
2.620790446E1,-8.549528293E-2,8.681825202E-2,-1.017438912E-1
2.621784746E1,-6.582239896E-2,5.774275292E-2,-1.018508953E-1
2.622778946E1,-4.777102098E-2,3.545554228E-2,-1.173273057E-1
2.623773246E1,-3.729631886E-2,3.428891312E-2,-1.348847401E-1
2.624767546E1,-3.468641415E-2,1.889023416E-2,-1.307770711E-1
2.625761846E1,-2.452804640E-2,2.533452362E-3,-1.328645271E-1
2.626756146E1,-2.077325687E-2,-2.427453306E-2,-1.149609375E-1
2.627750446E1,-1.234844238E-2,-4.477286115E-2,-9.587562561E-2
2.628744746E1,-1.889345013E-2,-6.190838244E-2,-7.900582373E-2
2.629738946E1,-2.236348026E-2,-8.077478919E-2,-8.199784398E-2
2.630733246E1,-1.833818391E-2,-8.769047387E-2,-1.006487077E-1
2.631727546E1,-2.864740983E-2,-9.444123052E-2,-1.228494161E-1
2.632721846E1,-3.090604305E-2,-9.331922293E-2,-1.598786634E-1
2.633716146E1,-3.032658398E-2,-8.717855014E-2,-1.661071175E-1
2.634710446E1,-3.012558594E-2,-7.378298108E-2,-1.688132089E-1
2.635704646E1,-4.000694185E-2,-5.359112017E-2,-1.541863990E-1
2.636698946E1,-3.753101148E-2,-3.003561191E-2,-1.543846196E-1
2.637693246E1,-4.313688330E-2,9.741296824E-3,-9.073475361E-2
2.638687546E1,-4.100484230E-2,3.812327961E-2,-3.358933032E-2
2.639681846E1,-3.025685593E-2,6.713674340E-2,-8.668263316E-2
2.640676146E1,-1.950631142E-2,1.007954729E-1,-1.760573244E-1
2.641670446E1,-1.688887842E-2,1.164122347E-1,-1.705960250E-1
2.642664646E1,-2.846863121E-3,1.117825738E-1,-1.202976912E-1
2.643658946E1,3.667081296E-3,6.813913889E-2,-7.292530417E-2
2.644653246E1,-1.023101941E-2,2.104105935E-2,-6.125543118E-2
2.645647546E1,-1.617939189E-2,1.527585089E-3,-5.929193616E-2
2.646641846E1,-3.798892155E-2,-2.120540265E-2,-6.554027081E-2
2.647636146E1,-5.930801600E-2,-3.907083917E-2,-8.281060696E-2
2.648630446E1,-5.539286658E-2,-5.755377822E-2,-1.002879345E-1
2.649624646E1,-5.074096799E-2,-5.559141610E-2,-1.192925549E-1
2.650618946E1,-5.342498615E-2,-3.944316063E-2,-1.114730734E-1
2.651613246E1,-4.344722427E-2,-3.140519427E-2,-8.911975265E-2
2.652607463E1,-3.033206575E-2,-1.363936141E-2,-6.771134198E-2
2.653601763E1,-2.178767569E-2,-3.539776448E-3,-7.703472733E-2
2.654596063E1,-3.286032870E-2,1.246231690E-2,-8.763280571E-2
2.655590263E1,-4.210492283E-2,2.160063788E-2,-1.061532766E-1
2.656584563E1,-5.152054802E-2,2.108557127E-2,-1.315506577E-1
2.657578863E1,-5.872709513E-2,6.015103832E-3,-1.344894683E-1
2.658573163E1,-5.292453758E-2,-1.004484041E-2,-1.317599881E-1
2.659567463E1,-4.805673055E-2,-1.496733718E-2,-1.500576800E-1
2.660561762E1,-3.870498620E-2,-1.566246148E-2,-1.537560439E-1
2.661556063E1,-4.100878917E-2,-3.109322704E-2,-1.290094578E-1
2.662550263E1,-2.516846269E-2,-4.577306394E-2,-1.052738553E-1
2.663544563E1,-1.002519742E-2,-3.720627174E-2,-8.986819625E-2
2.664538863E1,-6.025921181E-3,-4.434235990E-2,-1.033395964E-1
2.665533163E1,-2.833414525E-3,-2.564387787E-2,-1.157643449E-1
2.666527463E1,-1.312268682E-2,-8.072538022E-3,-1.234528488E-1
2.667521763E1,-2.207587034E-2,2.752788730E-2,-1.124630070E-1
2.668515963E1,-2.850883082E-2,3.631446172E-2,-1.049148363E-1
2.669510263E1,-3.077513851E-2,4.498476790E-2,-9.948394239E-2
2.670504563E1,-3.684973776E-2,5.970171634E-2,-1.079472023E-1
2.671498863E1,-2.944599330E-2,5.267639637E-2,-1.017573398E-1
2.672493163E1,-3.361030720E-2,4.467123837E-2,-1.093476105E-1
2.673487463E1,-3.613447711E-2,3.798694812E-2,-1.072379351E-1
2.674481763E1,-4.182615682E-2,6.861561388E-3,-1.061328113E-1
2.675475963E1,-4.758317918E-2,-5.408272482E-3,-1.067105162E-1
2.676470263E1,-5.249337852E-2,-1.442350044E-2,-8.740593374E-2
2.677464563E1,-5.306538239E-2,-3.627926879E-2,-8.405547917E-2
2.678458863E1,-3.675435506E-2,-4.643014479E-2,-1.197322655E-1
2.679453163E1,-3.145107664E-2,-2.688758064E-2,-1.636781842E-1
2.680447463E1,-2.371002093E-2,-7.745368034E-4,-1.414663661E-1
2.681441663E1,-3.307477534E-2,9.768175744E-3,-8.344736874E-2
2.682435963E1,-4.828579523E-2,-4.717634087E-3,-1.027297318E-2
2.683430263E1,-5.229018778E-2,-1.105869278E-2,-1.564773381E-2
2.684424563E1,-5.123461917E-2,-1.393709432E-2,-9.765434861E-2
2.685418863E1,-4.659748480E-2,3.098293394E-4,-1.845983523E-1
2.686413163E1,-1.887481213E-2,2.361416314E-2,-1.876903600E-1
2.687407463E1,-8.159058541E-3,2.439509533E-2,-1.077314401E-1
2.688401663E1,-1.725133270E-2,-6.707852706E-4,-4.800037801E-2
2.689395963E1,-1.978770867E-3,-3.203239038E-2,-2.648203969E-2
2.690390263E1,3.803979233E-3,-3.206503429E-2,-9.274151802E-2
2.691384563E1,1.196632683E-3,-1.666299317E-2,-2.228052288E-1
2.692378863E1,-2.510809019E-2,1.288638622E-2,-2.926671767E-1
2.693373163E1,-4.064611562E-2,2.790145129E-2,-2.119796938E-1
2.694367463E1,-4.274840891E-2,1.104502492E-3,-8.419522762E-2
2.695361663E1,-4.030127607E-2,-2.485153447E-2,-5.432648063E-3
2.696355963E1,-4.481656909E-2,-3.856007575E-2,-2.580493212E-2
2.697350263E1,-4.694466323E-2,-2.109160122E-2,-1.006264883E-1
2.698344563E1,-6.818021558E-2,2.324439984E-2,-1.476661688E-1
2.699338863E1,-6.903222799E-2,4.147053648E-2,-1.408541626E-1
2.700333163E1,-5.866869606E-2,3.604060189E-2,-1.180950451E-1
2.701327363E1,-4.606823869E-2,3.809377857E-2,-1.049686307E-1
2.702321663E1,-3.189904645E-2,5.068150911E-2,-7.770247936E-2
2.703315963E1,-1.386447921E-2,7.014484350E-2,-8.607452273E-2
2.704310263E1,-6.615320519E-3,8.836929906E-2,-6.568294287E-2
2.705304563E1,-2.081140995E-2,8.914332423E-2,-6.193663180E-2
2.706298863E1,-2.416361868E-2,6.165793888E-2,-5.395167410E-2
2.707293163E1,-2.993628234E-2,2.311031587E-2,-7.999751151E-2
2.708287363E1,-4.761723921E-2,-1.181323942E-2,-1.010550892E-1
2.709281663E1,-4.913554184E-2,-4.433326017E-2,-1.322324431E-1
2.710275963E1,-4.905623898E-2,-8.601162862E-2,-1.371142834E-1
2.711270263E1,-5.341066048E-2,-1.096663568E-1,-1.192498702E-1
2.712264563E1,-4.768740579E-2,-1.377303607E-1,-1.372616333E-1
2.713258863E1,-3.967028841E-2,-1.324743716E-1,-1.352022439E-1
2.714253063E1,-2.969018765E-2,-1.009550288E-1,-1.287679678E-1
2.715247363E1,-3.546964869E-2,-8.237276014E-2,-1.206830227E-1
2.716241663E1,-3.593019001E-2,-2.948684616E-2,-1.355109769E-1
2.717235963E1,-3.170374945E-2,2.768883191E-2,-1.052715164E-1
2.718230263E1,-3.056946270E-2,4.213357419E-2,-3.741457880E-2
2.719224563E1,-2.920954652E-2,9.321887009E-2,-8.194346488E-2
2.720218763E1,-2.390122488E-2,1.348958498E-1,-1.341433132E-1
2.721213063E1,-2.336181924E-3,1.417024108E-1,-1.552511770E-1
2.722207363E1,1.029548496E-3,1.309387832E-1,-1.258437753E-1
2.723201662E1,5.964963958E-3,9.244659908E-2,-9.730819345E-2
2.724195963E1,-6.354315430E-3,4.869722451E-2,-8.907297492E-2
2.725190263E1,-3.092504650E-2,6.225018874E-3,-7.828252316E-2
2.726184563E1,-3.939503074E-2,-2.430490203E-2,-8.271822095E-2
2.727178763E1,-4.800249763E-2,-4.821021996E-2,-1.067087620E-1
2.728173063E1,-5.187890925E-2,-6.921875417E-2,-1.346023196E-1
2.729167363E1,-4.108568005E-2,-7.141884215E-2,-1.240059954E-1
2.730161663E1,-3.513913482E-2,-5.990322601E-2,-1.163198304E-1
2.731155963E1,-3.181915887E-2,-4.339116409E-2,-1.010246837E-1
2.732150263E1,-2.472845972E-2,-1.849258466E-2,-5.869435072E-2
2.733144463E1,-3.733074434E-2,1.034050852E-2,-4.249171615E-2
2.734138763E1,-3.937522329E-2,2.720910670E-2,-7.522676826E-2
2.735133063E1,-5.431654036E-2,4.571981773E-2,-9.543766916E-2
2.736127363E1,-6.290653870E-2,4.857570749E-2,-1.042026454E-1
2.737121663E1,-7.802524567E-2,3.442584760E-2,-9.173696637E-2
2.738115963E1,-6.179542154E-2,2.389508759E-2,-9.076749802E-2
2.739110262E1,-5.050444812E-2,2.182275899E-2,-9.847880602E-2
2.740104463E1,-4.113808572E-2,8.011562526E-3,-1.056100702E-1
2.741098763E1,-2.439100228E-2,-3.784167222E-3,-1.134932864E-1
2.742093063E1,-6.646676213E-3,-1.482035279E-2,-7.793753743E-2
2.743087363E1,-6.901760995E-3,-2.285365508E-2,-7.394096553E-2
2.744081663E1,-8.566170931E-4,-3.144899357E-2,-6.558295548E-2
2.745075963E1,-5.323451310E-3,-2.957967527E-2,-9.108441710E-2
2.746070163E1,-6.258128732E-3,-9.956967719E-3,-1.211215639E-1
2.747064463E1,-2.276920393E-2,1.060527775E-2,-1.218723464E-1
2.748058763E1,-3.805660307E-2,2.908485465E-2,-1.242720437E-1
2.749053063E1,-4.435770884E-2,5.060542222E-2,-1.251754385E-1
2.750047363E1,-4.032729618E-2,5.439408906E-2,-1.109409767E-1
2.751041663E1,-3.931207336E-2,5.789825231E-2,-1.091271704E-1
2.752035913E1,-3.943998121E-2,4.687205725E-2,-1.055194384E-1
2.753030213E1,-4.259872019E-2,2.753691394E-2,-1.101527721E-1
2.754024513E1,-3.553754948E-2,1.425364796E-2,-1.160029113E-1
2.755018813E1,-3.327350758E-2,4.417863786E-3,-1.132781088E-1
2.756013113E1,-3.681889370E-2,1.568405963E-3,-1.079571426E-1
2.757007413E1,-3.784997709E-2,6.354461610E-4,-9.549497187E-2
2.758001713E1,-3.469255373E-2,-6.208865941E-3,-9.467928529E-2
2.758995913E1,-2.250205927E-2,2.405444020E-3,-1.149223459E-1
2.759990213E1,-9.842325747E-3,1.304502849E-2,-1.507394654E-1
2.760984512E1,-6.867335513E-3,2.270872179E-2,-1.350315052E-1
2.761978813E1,-3.695272185E-2,4.701414459E-2,-7.927362621E-2
2.762973113E1,-4.082109354E-2,2.700895605E-2,-1.920167148E-2
2.763967413E1,-6.050201744E-2,-1.857477687E-3,-1.701656699E-2
2.764961613E1,-6.576670423E-2,-1.403222121E-2,-8.784389019E-2
2.765955913E1,-5.166380480E-2,5.946983770E-4,-1.673601758E-1
2.766950213E1,-3.248829961E-2,1.237278141E-2,-2.036479962E-1
2.767944513E1,-1.951230481E-2,1.649744388E-2,-1.526631993E-1
2.768938813E1,-1.753901571E-2,2.999950536E-3,-9.743800163E-2
2.769933113E1,-9.232461154E-3,-2.871001158E-2,-2.842156112E-2
2.770927413E1,5.092851743E-3,-3.773166234E-2,-8.790937901E-2
2.771921613E1,-4.938996881E-3,-2.559673470E-2,-2.191817093E-1
2.772915913E1,-1.661398619E-2,2.279939018E-3,-2.944184178E-1
2.773910213E1,-2.374605440E-2,2.685697412E-2,-2.288565123E-1
2.774904513E1,-2.923585899E-2,2.072309872E-2,-1.010761392E-1
2.775898813E1,-2.159215942E-2,-1.316599276E-2,4.488907456E-3
2.776893112E1,-2.852089070E-2,-2.451273400E-2,1.443852961E-2
2.777887313E1,-4.811089039E-2,2.240196224E-2,-6.694126368E-2
2.778881613E1,-7.084749609E-2,6.929789258E-2,-1.084980100E-1
2.779875913E1,-9.007613786E-2,8.836447511E-2,-1.146381712E-1
2.780870213E1,-7.657323584E-2,8.958235877E-2,-9.528388739E-2
2.781864513E1,-5.432574973E-2,7.654315922E-2,-8.189493299E-2
2.782858813E1,-4.610456452E-2,7.010250600E-2,-8.842861176E-2
2.783853013E1,-4.031728283E-2,8.952357598E-2,-9.078270078E-2
2.784847313E1,-2.756859854E-2,7.977531731E-2,-8.118683517E-2
2.785841613E1,-2.459616646E-2,5.544636860E-2,-8.584589660E-2
2.786835913E1,-2.111137211E-2,3.970036503E-2,-9.558618844E-2
2.787830213E1,-2.003373027E-2,-8.166915737E-3,-1.121034032E-1
2.788824513E1,-2.524374560E-2,-3.872874051E-2,-1.259648126E-1
2.789818713E1,-2.622973233E-2,-8.004308324E-2,-1.373429096E-1
2.790813013E1,-1.892495200E-2,-1.092285283E-1,-1.438303953E-1
2.791807313E1,-3.007910058E-2,-1.251239465E-1,-1.645932734E-1
2.792801613E1,-3.476213560E-2,-1.254241645E-1,-1.563393438E-1
2.793795913E1,-3.099689417E-2,-1.232576249E-1,-1.563621479E-1
2.794790213E1,-3.297624975E-2,-1.031068041E-1,-1.500798994E-1
2.795784513E1,-2.228505448E-2,-6.862182654E-2,-1.297473764E-1
2.796778713E1,-1.714074723E-2,-2.170764193E-2,-1.420364696E-1
2.797773013E1,-1.702007532E-2,2.859445598E-2,-9.961842835E-2
2.798767313E1,-2.164902359E-2,7.682758972E-2,-4.142284513E-2
2.799761613E1,-2.211621612E-2,1.272225487E-1,-9.362503231E-2
2.800755913E1,-8.466768265E-3,1.637282875E-1,-1.697177732E-1
2.801750213E1,1.398873255E-2,1.618287829E-1,-1.531362391E-1
2.802744413E1,1.741001152E-2,1.355098075E-1,-1.011065447E-1
2.803738713E1,4.709347486E-3,9.104951654E-2,-7.151261687E-2
2.804733013E1,-8.567705825E-3,5.328319117E-2,-9.015704870E-2
2.805727313E1,-2.034443669E-2,1.148298137E-2,-8.332223833E-2
2.806721613E1,-4.239048623E-2,-1.255393546E-2,-7.125416994E-2
2.807715913E1,-6.525806956E-2,-3.197549880E-2,-9.178842187E-2
2.808710113E1,-7.022140548E-2,-5.630788274E-2,-1.096528351E-1
2.809704413E1,-6.350383177E-2,-6.801543374E-2,-1.084611726E-1
2.810698713E1,-4.806469738E-2,-6.371276010E-2,-1.333673877E-1
2.811693013E1,-4.445959657E-2,-4.900196951E-2,-1.235341251E-1
2.812687313E1,-3.912598573E-2,-2.679402519E-2,-1.017649412E-1
2.813681613E1,-4.285987146E-2,-3.208074868E-3,-7.224293411E-2
2.814675913E1,-5.199621901E-2,9.329598024E-3,-7.663711667E-2
2.815670113E1,-4.658381693E-2,1.519424569E-2,-1.093218827E-1
2.816664413E1,-5.084095538E-2,2.017124947E-2,-1.316149771E-1
2.817658713E1,-5.480514832E-2,2.326822724E-2,-1.472445846E-1
2.818653013E1,-6.082646482E-2,1.554716170E-2,-1.558902776E-1
2.819647313E1,-5.016202055E-2,1.159349374E-2,-1.374054748E-1
2.820641613E1,-3.818889633E-2,4.547854699E-3,-1.432801723E-1
2.821635813E1,-3.109987825E-2,-6.539270170E-3,-1.513031369E-1
2.822630113E1,-2.326957941E-2,-2.279759947E-2,-1.263290942E-1
2.823624413E1,-2.552835882E-2,-3.115827732E-2,-1.150889915E-1
2.824618713E1,-1.442741990E-2,-2.933325168E-2,-1.290018564E-1
2.825613013E1,-1.363146767E-2,-2.738941792E-2,-1.346496820E-1
2.826607313E1,-4.182513356E-3,-1.789997164E-2,-1.573380482E-1
2.827601513E1,-5.916578248E-3,-5.107908323E-4,-1.753550738E-1
2.828595813E1,-1.541494153E-2,1.839077231E-2,-1.636512870E-1
2.829590113E1,-1.369322889E-2,2.956984464E-2,-1.300490928E-1
2.830584413E1,-2.231034368E-2,3.509513453E-2,-1.049084044E-1
2.831578713E1,-4.089133322E-2,4.241047639E-2,-9.114756703E-2
2.832573013E1,-3.989409059E-2,2.488717508E-2,-7.716219664E-2
2.833567213E1,-4.608928867E-2,2.207678396E-2,-9.056752324E-2
2.834561513E1,-3.248917669E-2,2.809766192E-2,-1.226190358E-1
2.835555813E1,-3.361754313E-2,3.610418122E-2,-1.449197316E-1
2.836550113E1,-3.855887890E-2,3.167721771E-2,-1.410763568E-1
2.837544413E1,-4.814736240E-2,9.753557704E-3,-1.042213565E-1
2.838538713E1,-6.270583302E-2,-1.534890454E-2,-4.892716169E-2
2.839533013E1,-6.270027816E-2,-3.889005058E-2,-7.125358522E-2
2.840527213E1,-5.114457205E-2,-4.102468628E-2,-1.399998844E-1
2.841521513E1,-4.196875580E-2,-3.434818927E-2,-1.983936882E-1
2.842515812E1,-2.942655131E-2,-2.756889090E-2,-2.601069564E-1
2.843510113E1,-6.048871502E-3,-1.355070300E-2,-2.142466593E-1
2.844504413E1,-2.159274414E-2,-3.405930027E-2,-1.167314744E-1
2.845498713E1,-2.049682975E-2,-6.264915157E-2,-1.921336591E-2
2.846492913E1,-5.569911450E-3,-7.704437524E-2,-1.031308508E-1
2.847487213E1,-1.101374231E-2,-5.569820087E-2,-2.891553390E-1
2.848481513E1,-1.767167442E-2,-3.671590962E-2,-3.976293755E-1
2.849475813E1,-3.364743702E-2,-4.437671229E-3,-3.325153667E-1
2.850470113E1,-4.067886002E-2,2.695274055E-3,-1.670040804E-1
2.851464413E1,-3.453906432E-2,-3.284238506E-2,-1.771764815E-2
2.852458633E1,-4.140559584E-2,-2.885509562E-2,7.482681870E-3
2.853452933E1,-5.461650252E-2,1.418355446E-2,-2.419402421E-2
2.854447233E1,-5.752688102E-2,6.810420178E-2,-5.888380051E-2
2.855441533E1,-7.595986292E-2,1.039298363E-1,-7.397137105E-2
2.856435833E1,-7.690038756E-2,1.060644720E-1,-7.646170020E-2
2.857430133E1,-6.300426029E-2,9.170151763E-2,-8.442268431E-2
2.858424333E1,-5.366004422E-2,6.945918437E-2,-1.167396605E-1
2.859418633E1,-4.693464987E-2,6.430537540E-2,-1.463756883E-1
2.860412933E1,-4.809649162E-2,3.745240297E-2,-1.567223364E-1
2.861407233E1,-3.996666916E-2,1.083525605E-3,-1.416230714E-1
2.862401533E1,-3.654772907E-2,-3.520809542E-2,-1.177114677E-1
2.863395833E1,-2.672703803E-2,-6.597234350E-2,-1.054890329E-1
2.864390033E1,-2.467963547E-2,-9.304305162E-2,-1.144130534E-1
2.865384333E1,-1.616192333E-2,-1.167022018E-1,-1.289077163E-1
2.866378633E1,-1.203963630E-2,-1.178796848E-1,-1.389415383E-1
2.867372933E1,-1.347615100E-2,-1.166666434E-1,-1.510540456E-1
2.868367233E1,-7.978379577E-3,-1.148179365E-1,-1.729577154E-1
2.869361533E1,-2.765506424E-2,-7.753656462E-2,-1.773682702E-1
2.870355733E1,-2.551681057E-2,-5.097584333E-2,-1.529397726E-1
2.871350033E1,-3.334491670E-2,-2.190136749E-2,-1.400197649E-1
2.872344333E1,-3.342940897E-2,1.042193100E-2,-1.197410363E-1
2.873338633E1,-3.453131676E-2,3.825310607E-2,-4.497385919E-2
2.874332933E1,-4.557531841E-2,6.578084718E-2,-8.155111670E-3
2.875327233E1,-3.570609547E-2,9.134553183E-2,-1.109094018E-1
2.876321533E1,-2.694842823E-2,1.123003082E-1,-2.079907233E-1
2.877315733E1,-1.833796464E-2,1.190569486E-1,-1.924353755E-1
2.878310033E1,-3.708084896E-3,9.610633481E-2,-1.387579358E-1
2.879304333E1,-8.916565329E-3,5.416824035E-2,-9.926233292E-2
2.880298633E1,-1.597795531E-2,-4.155579619E-3,-8.836487710E-2
2.881292933E1,-3.661270626E-2,-2.611282457E-2,-9.399749994E-2
2.882287233E1,-5.523075253E-2,-5.002852131E-2,-9.277952492E-2
2.883281433E1,-6.296077162E-2,-7.328461558E-2,-1.144650936E-1
2.884275733E1,-5.860269561E-2,-9.044359881E-2,-1.228342134E-1
2.885270033E1,-5.552311331E-2,-7.906732913E-2,-1.343333477E-1
2.886264333E1,-5.256902687E-2,-5.839438856E-2,-1.242094785E-1
2.887258633E1,-4.846866690E-2,-3.956966149E-2,-9.729649901E-2
2.888252933E1,-3.237734869E-2,-7.725524046E-3,-6.157001138E-2
2.889247133E1,-2.786797598E-2,9.569553137E-3,-6.645769894E-2
2.890241433E1,-4.084747910E-2,3.230011063E-2,-8.905835688E-2
2.891235733E1,-5.182109490E-2,3.479392983E-2,-1.134430003E-1
2.892230033E1,-5.173229031E-2,1.952902419E-2,-1.192896312E-1
2.893224333E1,-5.534791611E-2,1.876599910E-2,-1.264857996E-1
2.894218633E1,-4.722540267E-2,1.271250464E-2,-1.369932461E-1
2.895212833E1,-4.682844982E-2,-4.821906388E-3,-1.650686520E-1
2.896207133E1,-3.012361251E-2,-1.672073442E-2,-1.514118952E-1
2.897201433E1,-2.784202896E-2,-4.070073226E-2,-1.354998672E-1
2.898195733E1,-2.022610366E-2,-4.395180244E-2,-1.099598140E-1
2.899190033E1,-1.775229290E-2,-5.607322667E-2,-8.753749609E-2
2.900184333E1,-2.393594272E-2,-5.534610713E-2,-1.016368872E-1
2.901178633E1,-1.851279639E-2,-3.338754656E-2,-1.252116913E-1
2.902172833E1,-2.415375151E-2,-1.391681179E-2,-1.289451385E-1
2.903167133E1,-2.414541923E-2,1.147477699E-2,-1.280645478E-1
2.904161433E1,-2.903091408E-2,3.381444812E-2,-1.189732969E-1
2.905155733E1,-2.913280182E-2,4.207762364E-2,-1.005808800E-1
2.906150033E1,-2.538846418E-2,4.763536558E-2,-1.092867994E-1
2.907144333E1,-3.384953141E-2,4.837339383E-2,-1.074460959E-1
2.908138533E1,-3.869387649E-2,5.693167102E-2,-9.069206893E-2
2.909132833E1,-4.773783803E-2,4.055080600E-2,-6.766456425E-2
2.910127133E1,-5.107447855E-2,1.082533406E-2,-6.703189552E-2
2.911121433E1,-4.956509292E-2,-6.504917778E-3,-1.153012455E-1
2.912115733E1,-2.651207976E-2,-7.765833288E-5,-1.573245996E-1
2.913110033E1,-2.765542969E-2,6.440013684E-3,-1.502506381E-1
2.914104233E1,-3.935592748E-2,2.621489502E-3,-9.435651898E-2
2.915098533E1,-3.835049875E-2,-1.072059581E-2,-2.720066249E-2
2.916092833E1,-5.109560162E-2,-2.809070008E-2,-1.148334682E-2
2.917087133E1,-5.658379823E-2,-3.273943752E-2,-8.915132761E-2
2.918081433E1,-4.997834489E-2,-2.091801200E-2,-1.715999919E-1
2.919075733E1,-3.748021379E-2,1.350045349E-2,-1.926482141E-1
2.920069933E1,-2.418788463E-2,1.425054163E-2,-1.126600581E-1
2.921064233E1,-2.274998121E-2,-1.577918652E-2,-5.558363199E-2
2.922058533E1,-1.554460354E-2,-4.415724984E-2,-3.280697286E-2
2.923052833E1,-2.148120850E-3,-5.108221698E-2,-1.133389199E-1
2.924047133E1,-3.385318592E-3,-3.549968876E-2,-2.494439739E-1
2.925041433E1,-2.644169390E-2,-5.303790048E-4,-2.983401453E-1
2.926035633E1,-2.768795483E-2,2.015524272E-2,-2.233747476E-1
2.927029933E1,-2.700989708E-2,1.850835616E-3,-8.687383711E-2
2.928024233E1,-2.631992564E-2,-3.069229078E-2,1.509049416E-2
2.929018533E1,-2.567673191E-2,-3.345619652E-2,-1.007884562E-2
2.930012833E1,-4.122360125E-2,-1.424859560E-2,-8.778892636E-2
2.931007133E1,-6.129723877E-2,3.889834631E-2,-1.232943892E-1
2.932001433E1,-8.287755758E-2,6.050508723E-2,-1.248123264E-1
2.932995633E1,-7.441371292E-2,6.241709020E-2,-9.953130484E-2
2.933989933E1,-6.250534661E-2,5.813882869E-2,-9.161183596E-2
2.934984233E1,-4.880904794E-2,5.601036910E-2,-8.466066599E-2
